x_grid,y_integrand
-1.5,0.10433579393788547
-1.48828125,0.1080216387775195
-1.4765625,0.11182214735173947
-1.46484375,0.11573873129715266
-1.453125,0.1197727034881214
-1.44140625,0.12392527827710394
-1.4296875,0.12819757173499405
-1.41796875,0.13259060189146255
-1.40625,0.13710528897529664
-1.39453125,0.14174245565474125
-1.3828125,0.1465028272778389
-1.37109375,0.15138703211277024
-1.359375,0.15639560158819446
-1.34765625,0.16152897053358992
-1.3359375,0.16678747741959432
-1.32421875,0.17217136459834534
-1.3125,0.17768077854382092
-1.30078125,0.18331577009217964
-1.2890625,0.1890762946821011
-1.27734375,0.19496221259512683
-1.265625,0.2009732891960002
-1.25390625,0.20710919517300683
-1.2421875,0.21336950677831537
-1.23046875,0.21975370606831773
-1.21875,0.22626118114396954
-1.20703125,0.23289122639113036
-1.1953125,0.23964304272090453
-1.18359375,0.24651573780998112
-1.171875,0.2535083263409748
-1.16015625,0.26061973024276613
-1.1484375,0.2678487789308416
-1.13671875,0.2751942095476346
-1.125,0.28265466720286564
-1.11328125,0.2902287052138826
-1.1015625,0.29791478534600146
-1.08984375,0.30571127805284637
-1.078125,0.3136164627166906
-1.06640625,0.32162852788879626
-1.0546875,0.32974557152975537
-1.04296875,0.3379656012498299
-1.03125,0.3462865345492924
-1.01953125,0.35470619905876627
-1.0078125,0.36322233277956634
-0.99609375,0.3718325843240391
-0.984375,0.3805345131559035
-0.97265625,0.3893255898305905
-0.9609375,0.3982031962355849
-0.94921875,0.4071646258307645
-0.9375,0.41620708388874106
-0.92578125,0.42532768773520035
-0.9140625,0.4345234669892438
-0.90234375,0.443791363803727
-0.890625,0.4531282331056019
-0.87890625,0.4625308428362559
-0.8671875,0.47199587419185324
-0.85546875,0.4815199218636747
-0.84375,0.4910994942784587
-0.83203125,0.5007310138387412
-0.8203125,0.5104108171631964
-0.80859375,0.5201351553269769
-0.796875,0.5299514547011022
-0.78515625,0.5399451015687148
-0.7734375,0.5499699600066595
-0.76171875,0.5600207109616201
-0.75,0.5700919606688136
-0.73828125,0.5801782451410157
-0.7265625,0.5902740346575857
-0.71484375,0.6003737382534927
-0.703125,0.6104717082083401
-0.69140625,0.6205622445353913
-0.6796875,0.6306395994705954
-0.66796875,0.6406979819616119
-0.65625,0.6507315621568367
-0.64453125,0.6607344758944271
-0.6328125,0.6707008291913268
-0.62109375,0.6806247027322924
-0.609375,0.6905001563589171
-0.59765625,0.7003212335586582
-0.5859375,0.7100819659538603
-0.57421875,0.7197763777907822
-0.5625,0.7293984904286211
-0.55078125,0.7389423268285394
-0.5390625,0.7484019160426884
-0.52734375,0.7577712977032349
-0.515625,0.7670445265113858
-0.50390625,0.7762156767264141
-0.4921875,0.7852788466546842
-0.48046875,0.7942281631386763
-0.46875,0.8030577860460127
-0.45703125,0.8117619127584838
-0.4453125,0.8203347826610708
-0.43359375,0.8287706816309748
-0.421875,0.837063946526639
-0.41015625,0.845208969676776
-0.3984375,0.8531919585344534
-0.38671875,0.8609621784635878
-0.375,0.8685681620263159
-0.36328125,0.876004964395148
-0.3515625,0.883267715742465
-0.33984375,0.8903516243628934
-0.328125,0.8972519797956762
-0.31640625,0.9039641559470477
-0.3046875,0.910483614212607
-0.29296875,0.9168059065996903
-0.28125,0.9229266788497446
-0.26953125,0.9288416735607018
-0.2578125,0.9345467333093508
-0.24609375,0.9400378037737112
-0.234375,0.945310936855407
-0.22265625,0.9503622938020396
-0.2109375,0.9551881483295611
-0.19921875,0.9597848897446478
-0.1875,0.9641490260670724
-0.17578125,0.9682771871520797
-0.1640625,0.9721661278127576
-0.15234375,0.9758127309424115
-0.140625,0.9792140106369365
-0.12890625,0.982367115317193
-0.1171875,0.985269330851378
-0.10546875,0.9879180836773982
-0.09375,0.9903109439252452
-0.08203125,0.9924456285393667
-0.0703125,0.9943200044010413
-0.05859375,0.9959320914507513
-0.046875,0.9972800658105557
-0.03515625,0.998362262906464
-0.0234375,0.9991771805908093
-0.01171875,0.999723482264621
0.0,1.0
0.01171875,0.9997234822646212
0.0234375,0.9991771805908091
0.03515625,0.9983622629064641
0.046875,0.9972800658105556
0.05859375,0.9959320914507512
0.0703125,0.9943200044010413
0.08203125,0.9924456285393665
0.09375,0.9903109439252452
0.10546875,0.9879180836773981
0.1171875,0.9852693308513777
0.12890625,0.982367115317193
0.140625,0.9792140106369361
0.15234375,0.9758127309424108
0.1640625,0.9721661278127574
0.17578125,0.9682771871520794
0.1875,0.9641490260670722
0.19921875,0.9597848897446474
0.2109375,0.9551881483295612
0.22265625,0.9503622938020396
0.234375,0.945310936855407
0.24609375,0.9400378037737114
0.2578125,0.9345467333093511
0.26953125,0.9288416735607022
0.28125,0.9229266788497448
0.29296875,0.9168059065996903
0.3046875,0.910483614212607
0.31640625,0.903964155947048
0.328125,0.8972519797956762
0.33984375,0.8903516243628935
0.3515625,0.8832677157424651
0.36328125,0.8760049643951481
0.375,0.8685681620263158
0.38671875,0.860962178463588
0.3984375,0.8531919585344535
0.41015625,0.8452089696767761
0.421875,0.8370639465266394
0.43359375,0.8287706816309749
0.4453125,0.820334782661071
0.45703125,0.8117619127584835
0.46875,0.8030577860460129
0.48046875,0.7942281631386764
0.4921875,0.7852788466546845
0.50390625,0.7762156767264141
0.515625,0.7670445265113859
0.52734375,0.7577712977032349
0.5390625,0.7484019160426886
0.55078125,0.7389423268285396
0.5625,0.7293984904286213
0.57421875,0.7197763777907821
0.5859375,0.7100819659538604
0.59765625,0.7003212335586584
0.609375,0.690500156358917
0.62109375,0.6806247027322923
0.6328125,0.6707008291913268
0.64453125,0.660734475894427
0.65625,0.6507315621568367
0.66796875,0.6406979819616119
0.6796875,0.6306395994705952
0.69140625,0.6205622445353912
0.703125,0.6104717082083401
0.71484375,0.6003737382534927
0.7265625,0.5902740346575857
0.73828125,0.5801782451410155
0.75,0.5700919606688136
0.76171875,0.5600207109616201
0.7734375,0.5499699600066594
0.78515625,0.5399451015687147
0.796875,0.529951454701102
0.80859375,0.5201351553269769
0.8203125,0.5104108171631964
0.83203125,0.5007310138387412
0.84375,0.4910994942784586
0.85546875,0.4815199218636747
0.8671875,0.47199587419185307
0.87890625,0.4625308428362558
0.890625,0.4531282331056018
0.90234375,0.4437913638037271
0.9140625,0.43452346698924377
0.92578125,0.4253276877352004
0.9375,0.41620708388874095
0.94921875,0.40716462583076457
0.9609375,0.398203196235585
0.97265625,0.3893255898305906
0.984375,0.3805345131559034
0.99609375,0.37183258432403915
1.0078125,0.3632223327795664
1.01953125,0.3547061990587663
1.03125,0.3462865345492923
1.04296875,0.33796560124982994
1.0546875,0.32974557152975525
1.06640625,0.3216285278887962
1.078125,0.3136164627166906
1.08984375,0.3057112780528464
1.1015625,0.29791478534600146
1.11328125,0.2902287052138826
1.125,0.2826546672028657
1.13671875,0.2751942095476347
1.1484375,0.26784877893084164
1.16015625,0.26061973024276613
1.171875,0.2535083263409749
1.18359375,0.24651573780998115
1.1953125,0.2396430427209045
1.20703125,0.23289122639113038
1.21875,0.2262611811439696
1.23046875,0.21975370606831784
1.2421875,0.21336950677831545
1.25390625,0.20710919517300688
1.265625,0.20097328919600024
1.27734375,0.19496221259512694
1.2890625,0.1890762946821012
1.30078125,0.18331577009217953
1.3125,0.17768077854382092
1.32421875,0.1721713645983454
1.3359375,0.1667874774195944
1.34765625,0.16152897053359
1.359375,0.15639560158819446
1.37109375,0.15138703211277021
1.3828125,0.14650282727783895
1.39453125,0.1417424556547414
1.40625,0.1371052889752967
1.41796875,0.13259060189146252
1.4296875,0.12819757173499405
1.44140625,0.1239252782771039
1.453125,0.11977270348812145
1.46484375,0.11573873129715272
1.4765625,0.11182214735173951
1.48828125,0.10802163877751952
1.5,0.10433579393788547
